product_id,food,price,brand,at_location
1182,True,124.23,basic,"[1, 2, 3]"
1183,False,135.54,basic,"[1, 2, 3, 4]"
1184,True,118.18,luxury,[1]
1185,False,104.35,premium,"[1, 2]"
1186,True,109.67,luxury,"[1, 2, 3]"
1187,False,95.96,luxury,"[1, 2, 3, 4]"
1188,True,110.62,luxury,[1]
1189,False,75.77,premium,"[1, 2]"
1190,True,88.41,basic,"[1, 2, 3]"
1191,False,102.27,premium,"[1, 2, 3, 4]"
1192,True,88.29,luxury,[1]
1193,False,86.89,basic,"[1, 2]"
1194,True,140.28,premium,"[1, 2, 3]"
1195,False,131.36,basic,"[1, 2, 3, 4]"
1196,True,96.44,premium,[1]
1197,False,91.75,luxury,"[1, 2]"
1198,True,128.21,premium,"[1, 2, 3]"
1199,False,79.86,luxury,"[1, 2, 3, 4]"
1200,True,105.01,basic,[1]
1201,False,137.21,premium,"[1, 2]"
1202,True,97.55,basic,"[1, 2, 3]"
1203,False,101.61,premium,"[1, 2, 3, 4]"
1204,True,98.53,premium,[1]
1205,False,100.39,luxury,"[1, 2]"
1206,True,74.98,luxury,"[1, 2, 3]"
1207,False,89.51,luxury,"[1, 2, 3, 4]"
1208,True,90.85,premium,[1]
1209,False,87.04,premium,"[1, 2]"
1210,True,128.13,premium,"[1, 2, 3]"
1211,False,61.7,luxury,"[1, 2, 3, 4]"
1212,True,95.82,premium,[1]
1213,False,90.21,premium,"[1, 2]"
1214,True,133.46,premium,"[1, 2, 3]"
1215,False,60.89,premium,"[1, 2, 3, 4]"
1216,True,75.56,luxury,[1]
1217,False,50.34,premium,"[1, 2]"
1218,True,108.21,luxury,"[1, 2, 3]"
1219,False,113.66,premium,"[1, 2, 3, 4]"
1220,True,81.67,luxury,[1]
1221,False,110.16,luxury,"[1, 2]"
1222,True,145.06,basic,"[1, 2, 3]"
1223,False,117.23,basic,"[1, 2, 3, 4]"
1224,True,124.07,premium,[1]
1225,False,118.36,basic,"[1, 2]"
1226,True,66.33,premium,"[1, 2, 3]"
1227,False,87.97,premium,"[1, 2, 3, 4]"
1228,True,138.35,premium,[1]
1229,False,93.34,luxury,"[1, 2]"
1230,True,51.04,luxury,"[1, 2, 3]"
1231,False,147.8,luxury,"[1, 2, 3, 4]"
1232,True,119.89,premium,[1]
1233,False,110.3,premium,"[1, 2]"
1234,True,57.95,basic,"[1, 2, 3]"
1235,False,90.95,basic,"[1, 2, 3, 4]"
1236,True,105.38,luxury,[1]
1237,False,92.22,luxury,"[1, 2]"
1238,True,93.16,luxury,"[1, 2, 3]"
1239,False,82.59,luxury,"[1, 2, 3, 4]"
1240,True,94.88,basic,[1]
1241,False,92.42,luxury,"[1, 2]"
1242,True,112.18,premium,"[1, 2, 3]"
1243,False,121.75,basic,"[1, 2, 3, 4]"
1244,True,77.89,premium,[1]
1245,False,96.35,basic,"[1, 2]"
1246,True,100.69,premium,"[1, 2, 3]"
1247,False,119.8,luxury,"[1, 2, 3, 4]"
1248,True,54.2,premium,[1]
1249,False,148.5,basic,"[1, 2]"
1250,True,88.89,basic,"[1, 2, 3]"
1251,False,109.1,luxury,"[1, 2, 3, 4]"
1252,True,105.31,premium,[1]
1253,False,99.9,basic,"[1, 2]"
1254,True,82.02,luxury,"[1, 2, 3]"
1255,False,81.41,luxury,"[1, 2, 3, 4]"
1256,True,102.31,basic,[1]
1257,False,104.65,luxury,"[1, 2]"
1258,True,60.53,basic,"[1, 2, 3]"
1259,False,121.41,premium,"[1, 2, 3, 4]"
1260,True,78.03,luxury,[1]
1261,False,87.6,luxury,"[1, 2]"
1262,True,139.68,premium,"[1, 2, 3]"
1263,False,100.27,luxury,"[1, 2, 3, 4]"
1264,True,107.18,basic,[1]
1265,False,97.13,luxury,"[1, 2]"
1266,True,117.79,premium,"[1, 2, 3]"
1267,False,87.45,luxury,"[1, 2, 3, 4]"
1268,True,110.92,basic,[1]
1269,False,56.67,premium,"[1, 2]"
1270,True,90.73,premium,"[1, 2, 3]"
1271,False,109.51,premium,"[1, 2, 3, 4]"
1272,True,77.08,basic,[1]
1273,False,74.12,premium,"[1, 2]"
1274,True,142.58,premium,"[1, 2, 3]"
1275,False,102.82,luxury,"[1, 2, 3, 4]"
1276,True,141.05,basic,[1]
1277,False,79.99,luxury,"[1, 2]"
1278,True,146.0,luxury,"[1, 2, 3]"
1279,False,92.76,basic,"[1, 2, 3, 4]"
1280,True,146.76,basic,[1]
1281,False,81.52,premium,"[1, 2]"
1282,True,143.81,premium,"[1, 2, 3]"
1283,False,108.6,basic,"[1, 2, 3, 4]"
1284,True,102.75,luxury,[1]
1285,False,96.96,premium,"[1, 2]"
1286,True,102.01,premium,"[1, 2, 3]"
1287,False,88.93,basic,"[1, 2, 3, 4]"
1288,True,158.29,luxury,[1]
1289,False,134.07,premium,"[1, 2]"
1290,True,112.14,basic,"[1, 2, 3]"
1291,False,122.34,basic,"[1, 2, 3, 4]"
1292,True,109.47,premium,[1]
1293,False,49.46,basic,"[1, 2]"
1294,True,127.23,basic,"[1, 2, 3]"
1295,False,82.26,premium,"[1, 2, 3, 4]"
1296,True,101.51,premium,[1]
1297,False,59.59,premium,"[1, 2]"
1298,True,59.12,premium,"[1, 2, 3]"
1299,False,106.12,premium,"[1, 2, 3, 4]"
1300,True,95.28,luxury,[1]
1301,False,127.64,luxury,"[1, 2]"
1302,True,72.84,luxury,"[1, 2, 3]"
1303,False,106.03,luxury,"[1, 2, 3, 4]"
1304,True,85.78,basic,[1]
1305,False,35.75,luxury,"[1, 2]"
1306,True,98.59,luxury,"[1, 2, 3]"
1307,False,75.95,luxury,"[1, 2, 3, 4]"
1308,True,78.14,luxury,[1]
1309,False,111.12,premium,"[1, 2]"
1310,True,84.08,basic,"[1, 2, 3]"
1311,False,129.56,basic,"[1, 2, 3, 4]"
1312,True,93.68,basic,[1]
1313,False,100.74,basic,"[1, 2]"
1314,True,74.99,basic,"[1, 2, 3]"
1315,False,89.66,premium,"[1, 2, 3, 4]"
1316,True,112.82,premium,[1]
1317,False,128.84,luxury,"[1, 2]"
1318,True,108.32,premium,"[1, 2, 3]"
1319,False,39.81,basic,"[1, 2, 3, 4]"
1320,True,88.14,premium,[1]
1321,False,150.26,luxury,"[1, 2]"
1322,True,77.05,basic,"[1, 2, 3]"
1323,False,110.07,basic,"[1, 2, 3, 4]"
1324,True,64.64,basic,[1]
1325,False,85.5,premium,"[1, 2]"
1326,True,91.58,luxury,"[1, 2, 3]"
1327,False,79.51,basic,"[1, 2, 3, 4]"
1328,True,31.03,basic,[1]
1329,False,110.69,basic,"[1, 2]"
1330,True,71.02,premium,"[1, 2, 3]"
1331,False,88.22,basic,"[1, 2, 3, 4]"
1332,True,119.8,luxury,[1]
1333,False,103.37,luxury,"[1, 2]"
1334,True,69.31,luxury,"[1, 2, 3]"
1335,False,121.34,premium,"[1, 2, 3, 4]"
1336,True,90.57,basic,[1]
1337,False,124.85,basic,"[1, 2]"
1338,True,117.48,luxury,"[1, 2, 3]"
1339,False,64.9,basic,"[1, 2, 3, 4]"
1340,True,74.89,premium,[1]
1341,False,114.59,premium,"[1, 2]"
1342,True,93.93,luxury,"[1, 2, 3]"
1343,False,128.98,premium,"[1, 2, 3, 4]"
1344,True,118.14,luxury,[1]
1345,False,107.51,basic,"[1, 2]"
1346,True,106.69,basic,"[1, 2, 3]"
1347,False,91.04,luxury,"[1, 2, 3, 4]"
1348,True,79.53,basic,[1]
1349,False,88.32,premium,"[1, 2]"
1350,True,113.43,luxury,"[1, 2, 3]"
1351,False,97.0,luxury,"[1, 2, 3, 4]"
1352,True,109.55,luxury,[1]
1353,False,96.64,luxury,"[1, 2]"
1354,True,113.69,premium,"[1, 2, 3]"
1355,False,102.04,luxury,"[1, 2, 3, 4]"
1356,True,145.15,premium,[1]
1357,False,143.7,premium,"[1, 2]"
1358,True,104.73,premium,"[1, 2, 3]"
1359,False,88.36,premium,"[1, 2, 3, 4]"
1360,True,87.96,premium,[1]
1361,False,66.1,premium,"[1, 2]"
1362,True,91.3,basic,"[1, 2, 3]"
1363,False,114.76,luxury,"[1, 2, 3, 4]"
1364,True,95.22,basic,[1]
1365,False,107.49,basic,"[1, 2]"
1366,True,138.84,premium,"[1, 2, 3]"
1367,False,112.26,luxury,"[1, 2, 3, 4]"
1368,True,84.89,luxury,[1]
1369,False,90.1,luxury,"[1, 2]"
1370,True,92.88,premium,"[1, 2, 3]"
1371,False,59.81,basic,"[1, 2, 3, 4]"
1372,True,64.12,luxury,[1]
1373,False,69.3,luxury,"[1, 2]"
1374,True,51.85,basic,"[1, 2, 3]"
1375,False,89.56,basic,"[1, 2, 3, 4]"
1376,True,74.98,luxury,[1]
1377,False,132.2,basic,"[1, 2]"
1378,True,95.45,premium,"[1, 2, 3]"
1379,False,132.46,basic,"[1, 2, 3, 4]"
1380,True,90.4,premium,[1]
1381,False,93.92,premium,"[1, 2]"
1382,True,92.06,premium,"[1, 2, 3]"
1383,False,108.66,luxury,"[1, 2, 3, 4]"
1384,True,102.21,basic,[1]
1385,False,106.31,basic,"[1, 2]"
1386,True,81.62,premium,"[1, 2, 3]"
1387,False,86.28,premium,"[1, 2, 3, 4]"
1388,True,88.17,basic,[1]
1389,False,104.71,premium,"[1, 2]"
1390,True,67.02,premium,"[1, 2, 3]"
1391,False,80.89,luxury,"[1, 2, 3, 4]"
1392,True,94.17,luxury,[1]
1393,False,97.16,basic,"[1, 2]"
1394,True,110.04,luxury,"[1, 2, 3]"
1395,False,114.19,basic,"[1, 2, 3, 4]"
1396,True,54.23,premium,[1]
1397,False,101.25,basic,"[1, 2]"
1398,True,74.81,premium,"[1, 2, 3]"
1399,False,75.0,basic,"[1, 2, 3, 4]"
1400,True,119.91,basic,[1]
1401,False,106.67,basic,"[1, 2]"
1402,True,87.99,luxury,"[1, 2, 3]"
1403,False,110.54,luxury,"[1, 2, 3, 4]"
1404,True,104.96,premium,[1]
1405,False,47.62,luxury,"[1, 2]"
1406,True,71.55,basic,"[1, 2, 3]"
1407,False,117.62,basic,"[1, 2, 3, 4]"
1408,True,80.8,basic,[1]
1409,False,97.41,luxury,"[1, 2]"
1410,True,54.41,luxury,"[1, 2, 3]"
1411,False,91.16,luxury,"[1, 2, 3, 4]"
1412,True,104.04,premium,[1]
1413,False,76.32,basic,"[1, 2]"
1414,True,99.52,basic,"[1, 2, 3]"
1415,False,70.68,luxury,"[1, 2, 3, 4]"
1416,True,95.67,basic,[1]
1417,False,142.17,basic,"[1, 2]"
1418,True,83.7,luxury,"[1, 2, 3]"
1419,False,89.32,luxury,"[1, 2, 3, 4]"
1420,True,90.9,luxury,[1]
1421,False,124.1,luxury,"[1, 2]"
1422,True,45.31,luxury,"[1, 2, 3]"
1423,False,100.76,luxury,"[1, 2, 3, 4]"
1424,True,159.91,basic,[1]
1425,False,101.3,basic,"[1, 2]"
1426,True,121.92,luxury,"[1, 2, 3]"
1427,False,123.74,basic,"[1, 2, 3, 4]"
1428,True,128.47,luxury,[1]
1429,False,87.54,premium,"[1, 2]"
1430,True,97.13,luxury,"[1, 2, 3]"
1431,False,134.09,premium,"[1, 2, 3, 4]"
1432,True,97.96,basic,[1]
1433,False,73.76,luxury,"[1, 2]"
1434,True,82.73,luxury,"[1, 2, 3]"
1435,False,90.7,luxury,"[1, 2, 3, 4]"
1436,True,58.16,premium,[1]
1437,False,94.2,premium,"[1, 2]"
1438,True,145.04,premium,"[1, 2, 3]"
1439,False,88.51,premium,"[1, 2, 3, 4]"
1440,True,128.26,basic,[1]
1441,False,54.26,premium,"[1, 2]"
1442,True,81.7,premium,"[1, 2, 3]"
1443,False,141.21,basic,"[1, 2, 3, 4]"
1444,True,96.61,luxury,[1]
1445,False,121.77,premium,"[1, 2]"
1446,True,86.66,basic,"[1, 2, 3]"
1447,False,119.12,luxury,"[1, 2, 3, 4]"
1448,True,83.53,luxury,[1]
1449,False,86.8,premium,"[1, 2]"
1450,True,89.43,basic,"[1, 2, 3]"
1451,False,88.55,basic,"[1, 2, 3, 4]"
1452,True,90.16,basic,[1]
1453,False,104.26,luxury,"[1, 2]"
1454,True,113.86,basic,"[1, 2, 3]"
1455,False,107.95,basic,"[1, 2, 3, 4]"
1456,True,115.32,luxury,[1]
1457,False,142.24,premium,"[1, 2]"
1458,True,97.11,premium,"[1, 2, 3]"
1459,False,152.66,luxury,"[1, 2, 3, 4]"
1460,True,136.43,premium,[1]
1461,False,87.19,luxury,"[1, 2]"
1462,True,117.19,basic,"[1, 2, 3]"
1463,False,88.39,premium,"[1, 2, 3, 4]"
1464,True,67.54,luxury,[1]
1465,False,76.52,premium,"[1, 2]"
1466,True,112.57,basic,"[1, 2, 3]"
1467,False,114.45,premium,"[1, 2, 3, 4]"
1468,True,138.98,premium,[1]
1469,False,81.94,basic,"[1, 2]"
1470,True,117.56,premium,"[1, 2, 3]"
1471,False,123.88,premium,"[1, 2, 3, 4]"
1472,True,118.39,luxury,[1]
1473,False,116.33,basic,"[1, 2]"
1474,True,128.27,basic,"[1, 2, 3]"
1475,False,83.68,basic,"[1, 2, 3, 4]"
1476,True,88.97,premium,[1]
1477,False,108.39,premium,"[1, 2]"
1478,True,84.29,basic,"[1, 2, 3]"
1479,False,60.56,luxury,"[1, 2, 3, 4]"
1480,True,32.17,premium,[1]
1481,False,70.22,basic,"[1, 2]"
1482,True,141.31,basic,"[1, 2, 3]"
1483,False,91.66,luxury,"[1, 2, 3, 4]"
1484,True,104.61,premium,[1]
1485,False,142.2,premium,"[1, 2]"
1486,True,115.14,premium,"[1, 2, 3]"
1487,False,88.77,basic,"[1, 2, 3, 4]"
1488,True,79.13,luxury,[1]
1489,False,107.96,premium,"[1, 2]"
1490,True,63.89,luxury,"[1, 2, 3]"
1491,False,74.08,luxury,"[1, 2, 3, 4]"
1492,True,129.62,luxury,[1]
1493,False,80.15,premium,"[1, 2]"
1494,True,100.02,luxury,"[1, 2, 3]"
1495,False,128.51,basic,"[1, 2, 3, 4]"
1496,True,69.26,premium,[1]
1497,False,103.32,premium,"[1, 2]"
1498,True,136.7,basic,"[1, 2, 3]"
1499,False,76.38,premium,"[1, 2, 3, 4]"
1500,True,189.24,premium,[1]
1501,False,143.01,premium,"[1, 2]"
1502,True,50.71,premium,"[1, 2, 3]"
1503,False,108.75,premium,"[1, 2, 3, 4]"
1504,True,108.09,basic,[1]
1505,False,82.03,luxury,"[1, 2]"
1506,True,99.27,basic,"[1, 2, 3]"
1507,False,102.65,luxury,"[1, 2, 3, 4]"
1508,True,81.63,premium,[1]
1509,False,67.79,premium,"[1, 2]"
1510,True,85.49,basic,"[1, 2, 3]"
1511,False,115.37,luxury,"[1, 2, 3, 4]"
1512,True,51.81,luxury,[1]
1513,False,73.78,basic,"[1, 2]"
1514,True,104.66,luxury,"[1, 2, 3]"
1515,False,63.59,premium,"[1, 2, 3, 4]"
1516,True,77.62,premium,[1]
1517,False,108.71,luxury,"[1, 2]"
1518,True,106.62,premium,"[1, 2, 3]"
1519,False,67.72,basic,"[1, 2, 3, 4]"
1520,True,124.01,basic,[1]
1521,False,74.72,basic,"[1, 2]"
1522,True,69.27,luxury,"[1, 2, 3]"
1523,False,135.57,premium,"[1, 2, 3, 4]"
1524,True,76.12,premium,[1]
1525,False,114.59,luxury,"[1, 2]"
1526,True,90.0,premium,"[1, 2, 3]"
1527,False,111.66,luxury,"[1, 2, 3, 4]"
1528,True,85.29,basic,[1]
1529,False,153.83,basic,"[1, 2]"
1530,True,66.27,basic,"[1, 2, 3]"
1531,False,50.6,luxury,"[1, 2, 3, 4]"
1532,True,69.51,luxury,[1]
1533,False,73.95,basic,"[1, 2]"
1534,True,117.97,premium,"[1, 2, 3]"
1535,False,65.34,luxury,"[1, 2, 3, 4]"
1536,True,83.82,luxury,[1]
1537,False,73.52,premium,"[1, 2]"
1538,True,138.98,luxury,"[1, 2, 3]"
1539,False,117.11,luxury,"[1, 2, 3, 4]"
1540,True,88.47,luxury,[1]
1541,False,56.17,premium,"[1, 2]"
1542,True,155.71,basic,"[1, 2, 3]"
1543,False,89.86,luxury,"[1, 2, 3, 4]"
1544,True,171.22,premium,[1]
1545,False,113.31,premium,"[1, 2]"
1546,True,85.55,luxury,"[1, 2, 3]"
1547,False,97.65,basic,"[1, 2, 3, 4]"
1548,True,108.6,basic,[1]
1549,False,122.76,luxury,"[1, 2]"
1550,True,29.29,premium,"[1, 2, 3]"
1551,False,90.15,premium,"[1, 2, 3, 4]"
1552,True,108.32,luxury,[1]
1553,False,77.47,basic,"[1, 2]"
1554,True,155.55,premium,"[1, 2, 3]"
1555,False,80.0,luxury,"[1, 2, 3, 4]"
1556,True,130.46,luxury,[1]
1557,False,151.74,premium,"[1, 2]"
1558,True,118.56,basic,"[1, 2, 3]"
1559,False,83.14,premium,"[1, 2, 3, 4]"
1560,True,110.21,basic,[1]
1561,False,89.56,basic,"[1, 2]"
1562,True,110.2,luxury,"[1, 2, 3]"
1563,False,143.91,premium,"[1, 2, 3, 4]"
1564,True,98.89,premium,[1]
1565,False,82.38,premium,"[1, 2]"
1566,True,63.42,premium,"[1, 2, 3]"
1567,False,43.11,luxury,"[1, 2, 3, 4]"
1568,True,124.96,premium,[1]
1569,False,77.4,luxury,"[1, 2]"
1570,True,107.9,basic,"[1, 2, 3]"
1571,False,113.64,premium,"[1, 2, 3, 4]"
1572,True,98.08,basic,[1]
1573,False,88.24,luxury,"[1, 2]"
1574,True,133.23,basic,"[1, 2, 3]"
1575,False,92.24,basic,"[1, 2, 3, 4]"
1576,True,113.45,premium,[1]
1577,False,67.13,luxury,"[1, 2]"
1578,True,96.29,luxury,"[1, 2, 3]"
1579,False,99.77,premium,"[1, 2, 3, 4]"
1580,True,101.15,luxury,[1]
1581,False,89.46,premium,"[1, 2]"
1582,True,91.28,luxury,"[1, 2, 3]"
1583,False,87.11,premium,"[1, 2, 3, 4]"
1584,True,117.04,basic,[1]
1585,False,108.9,basic,"[1, 2]"
1586,True,82.5,premium,"[1, 2, 3]"
1587,False,103.31,premium,"[1, 2, 3, 4]"
1588,True,43.76,basic,[1]
1589,False,128.97,basic,"[1, 2]"
1590,True,65.43,luxury,"[1, 2, 3]"
1591,False,130.82,basic,"[1, 2, 3, 4]"
1592,True,80.9,premium,[1]
1593,False,81.79,luxury,"[1, 2]"
1594,True,109.51,luxury,"[1, 2, 3]"
1595,False,116.14,basic,"[1, 2, 3, 4]"
1596,True,58.54,premium,[1]
1597,False,121.94,premium,"[1, 2]"
1598,True,93.0,basic,"[1, 2, 3]"
1599,False,119.29,premium,"[1, 2, 3, 4]"
1600,True,98.04,premium,[1]
1601,False,100.44,basic,"[1, 2]"
1602,True,86.27,basic,"[1, 2, 3]"
1603,False,101.05,premium,"[1, 2, 3, 4]"
1604,True,117.66,luxury,[1]
1605,False,63.02,premium,"[1, 2]"
1606,True,116.17,basic,"[1, 2, 3]"
1607,False,66.51,luxury,"[1, 2, 3, 4]"
1608,True,31.78,basic,[1]
1609,False,91.79,premium,"[1, 2]"
1610,True,97.86,premium,"[1, 2, 3]"
1611,False,120.08,basic,"[1, 2, 3, 4]"
1612,True,161.11,luxury,[1]
1613,False,77.46,luxury,"[1, 2]"
1614,True,78.05,premium,"[1, 2, 3]"
1615,False,116.41,luxury,"[1, 2, 3, 4]"
1616,True,96.45,luxury,[1]
1617,False,104.06,basic,"[1, 2]"
1618,True,63.02,luxury,"[1, 2, 3]"
1619,False,94.61,premium,"[1, 2, 3, 4]"
1620,True,129.01,basic,[1]
1621,False,110.78,luxury,"[1, 2]"
1622,True,113.38,premium,"[1, 2, 3]"
1623,False,92.92,premium,"[1, 2, 3, 4]"
1624,True,102.8,basic,[1]
