cust_id,is_male,location
100263,False,4
100264,True,1
100265,False,2
100266,True,3
100267,False,4
100268,True,1
100269,False,2
100270,True,3
100271,False,4
100272,True,1
100273,False,2
100274,True,3
100275,False,4
100276,True,1
100277,False,2
100278,True,3
100279,False,4
100280,True,1
100281,False,2
100282,True,3
100283,False,4
100284,True,1
100285,False,2
100286,True,3
100287,False,4
100288,True,1
100289,False,2
100290,True,3
100291,False,4
100292,True,1
100293,False,2
100294,True,3
100295,False,4
100296,True,1
100297,False,2
100298,True,3
100299,False,4
100300,True,1
100301,False,2
100302,True,3
100303,False,4
100304,True,1
100305,False,2
100306,True,3
100307,False,4
100308,True,1
100309,False,2
100310,True,3
100311,False,4
100312,True,1
100313,False,2
100314,True,3
100315,False,4
100316,True,1
100317,False,2
100318,True,3
100319,False,4
100320,True,1
100321,False,2
100322,True,3
100323,False,4
100324,True,1
100325,False,2
100326,True,3
100327,False,4
100328,True,1
100329,False,2
100330,True,3
100331,False,4
100332,True,1
100333,False,2
100334,True,3
100335,False,4
100336,True,1
100337,False,2
100338,True,3
100339,False,4
100340,True,1
100341,False,2
100342,True,3
100343,False,4
100344,True,1
100345,False,2
100346,True,3
100347,False,4
100348,True,1
100349,False,2
100350,True,3
100351,False,4
100352,True,1
100353,False,2
100354,True,3
100355,False,4
100356,True,1
100357,False,2
100358,True,3
100359,False,4
100360,True,1
100361,False,2
100362,True,3
100363,False,4
100364,True,1
100365,False,2
100366,True,3
100367,False,4
100368,True,1
100369,False,2
100370,True,3
100371,False,4
100372,True,1
100373,False,2
100374,True,3
100375,False,4
100376,True,1
100377,False,2
100378,True,3
100379,False,4
100380,True,1
100381,False,2
100382,True,3
100383,False,4
100384,True,1
100385,False,2
100386,True,3
100387,False,4
100388,True,1
100389,False,2
100390,True,3
100391,False,4
100392,True,1
100393,False,2
100394,True,3
100395,False,4
100396,True,1
100397,False,2
100398,True,3
100399,False,4
100400,True,1
100401,False,2
100402,True,3
100403,False,4
100404,True,1
100405,False,2
100406,True,3
100407,False,4
100408,True,1
100409,False,2
100410,True,3
100411,False,4
100412,True,1
100413,False,2
100414,True,3
100415,False,4
100416,True,1
100417,False,2
100418,True,3
100419,False,4
100420,True,1
100421,False,2
100422,True,3
100423,False,4
100424,True,1
100425,False,2
100426,True,3
100427,False,4
100428,True,1
100429,False,2
100430,True,3
100431,False,4
100432,True,1
100433,False,2
100434,True,3
100435,False,4
100436,True,1
100437,False,2
100438,True,3
100439,False,4
100440,True,1
100441,False,2
100442,True,3
100443,False,4
100444,True,1
100445,False,2
100446,True,3
100447,False,4
100448,True,1
100449,False,2
100450,True,3
100451,False,4
100452,True,1
100453,False,2
100454,True,3
100455,False,4
100456,True,1
100457,False,2
100458,True,3
100459,False,4
100460,True,1
100461,False,2
100462,True,3
100463,False,4
100464,True,1
100465,False,2
100466,True,3
100467,False,4
100468,True,1
100469,False,2
100470,True,3
100471,False,4
100472,True,1
100473,False,2
100474,True,3
100475,False,4
100476,True,1
100477,False,2
100478,True,3
100479,False,4
100480,True,1
100481,False,2
100482,True,3
100483,False,4
100484,True,1
100485,False,2
100486,True,3
100487,False,4
100488,True,1
100489,False,2
100490,True,3
100491,False,4
100492,True,1
100493,False,2
100494,True,3
100495,False,4
100496,True,1
100497,False,2
100498,True,3
100499,False,4
100500,True,1
100501,False,2
100502,True,3
100503,False,4
100504,True,1
100505,False,2
100506,True,3
100507,False,4
100508,True,1
100509,False,2
100510,True,3
100511,False,4
100512,True,1
100513,False,2
100514,True,3
100515,False,4
100516,True,1
100517,False,2
100518,True,3
100519,False,4
100520,True,1
100521,False,2
100522,True,3
100523,False,4
100524,True,1
100525,False,2
100526,True,3
100527,False,4
100528,True,1
100529,False,2
100530,True,3
100531,False,4
100532,True,1
100533,False,2
100534,True,3
100535,False,4
100536,True,1
100537,False,2
100538,True,3
100539,False,4
100540,True,1
100541,False,2
100542,True,3
100543,False,4
100544,True,1
100545,False,2
100546,True,3
100547,False,4
100548,True,1
100549,False,2
100550,True,3
100551,False,4
100552,True,1
100553,False,2
100554,True,3
100555,False,4
100556,True,1
100557,False,2
100558,True,3
100559,False,4
100560,True,1
100561,False,2
100562,True,3
100563,False,4
100564,True,1
100565,False,2
100566,True,3
100567,False,4
100568,True,1
100569,False,2
100570,True,3
100571,False,4
100572,True,1
100573,False,2
100574,True,3
100575,False,4
100576,True,1
100577,False,2
100578,True,3
100579,False,4
100580,True,1
100581,False,2
100582,True,3
100583,False,4
100584,True,1
100585,False,2
100586,True,3
100587,False,4
100588,True,1
100589,False,2
100590,True,3
100591,False,4
100592,True,1
100593,False,2
100594,True,3
100595,False,4
100596,True,1
100597,False,2
100598,True,3
100599,False,4
100600,True,1
100601,False,2
100602,True,3
100603,False,4
100604,True,1
100605,False,2
100606,True,3
100607,False,4
100608,True,1
100609,False,2
100610,True,3
100611,False,4
100612,True,1
100613,False,2
100614,True,3
100615,False,4
100616,True,1
100617,False,2
100618,True,3
100619,False,4
100620,True,1
100621,False,2
100622,True,3
100623,False,4
100624,True,1
100625,False,2
100626,True,3
100627,False,4
100628,True,1
100629,False,2
100630,True,3
100631,False,4
100632,True,1
100633,False,2
100634,True,3
100635,False,4
100636,True,1
100637,False,2
100638,True,3
100639,False,4
100640,True,1
100641,False,2
100642,True,3
100643,False,4
100644,True,1
100645,False,2
100646,True,3
100647,False,4
100648,True,1
100649,False,2
100650,True,3
100651,False,4
100652,True,1
100653,False,2
100654,True,3
100655,False,4
100656,True,1
100657,False,2
100658,True,3
100659,False,4
100660,True,1
100661,False,2
100662,True,3
100663,False,4
100664,True,1
100665,False,2
100666,True,3
100667,False,4
100668,True,1
100669,False,2
100670,True,3
100671,False,4
100672,True,1
100673,False,2
100674,True,3
100675,False,4
100676,True,1
100677,False,2
100678,True,3
100679,False,4
100680,True,1
100681,False,2
100682,True,3
100683,False,4
100684,True,1
100685,False,2
100686,True,3
100687,False,4
100688,True,1
100689,False,2
100690,True,3
100691,False,4
100692,True,1
100693,False,2
100694,True,3
100695,False,4
100696,True,1
100697,False,2
100698,True,3
100699,False,4
100700,True,1
100701,False,2
100702,True,3
100703,False,4
100704,True,1
100705,False,2
100706,True,3
100707,False,4
100708,True,1
100709,False,2
100710,True,3
100711,False,4
100712,True,1
100713,False,2
100714,True,3
100715,False,4
100716,True,1
100717,False,2
100718,True,3
100719,False,4
100720,True,1
100721,False,2
100722,True,3
100723,False,4
100724,True,1
100725,False,2
100726,True,3
100727,False,4
100728,True,1
100729,False,2
100730,True,3
100731,False,4
100732,True,1
100733,False,2
100734,True,3
100735,False,4
100736,True,1
100737,False,2
100738,True,3
100739,False,4
100740,True,1
100741,False,2
100742,True,3
100743,False,4
100744,True,1
100745,False,2
100746,True,3
100747,False,4
100748,True,1
100749,False,2
100750,True,3
100751,False,4
100752,True,1
100753,False,2
100754,True,3
100755,False,4
100756,True,1
100757,False,2
100758,True,3
100759,False,4
100760,True,1
100761,False,2
100762,True,3
100763,False,4
100764,True,1
100765,False,2
100766,True,3
100767,False,4
100768,True,1
100769,False,2
100770,True,3
100771,False,4
100772,True,1
100773,False,2
100774,True,3
100775,False,4
100776,True,1
100777,False,2
100778,True,3
100779,False,4
100780,True,1
100781,False,2
100782,True,3
100783,False,4
100784,True,1
100785,False,2
100786,True,3
100787,False,4
100788,True,1
100789,False,2
100790,True,3
100791,False,4
100792,True,1
100793,False,2
100794,True,3
100795,False,4
100796,True,1
100797,False,2
100798,True,3
100799,False,4
100800,True,1
100801,False,2
100802,True,3
100803,False,4
100804,True,1
100805,False,2
100806,True,3
100807,False,4
100808,True,1
100809,False,2
100810,True,3
100811,False,4
100812,True,1
100813,False,2
100814,True,3
100815,False,4
100816,True,1
100817,False,2
100818,True,3
100819,False,4
100820,True,1
100821,False,2
100822,True,3
100823,False,4
100824,True,1
100825,False,2
100826,True,3
100827,False,4
100828,True,1
100829,False,2
100830,True,3
100831,False,4
100832,True,1
100833,False,2
100834,True,3
100835,False,4
100836,True,1
100837,False,2
100838,True,3
100839,False,4
100840,True,1
100841,False,2
100842,True,3
100843,False,4
100844,True,1
100845,False,2
100846,True,3
100847,False,4
100848,True,1
100849,False,2
100850,True,3
100851,False,4
100852,True,1
100853,False,2
100854,True,3
100855,False,4
100856,True,1
100857,False,2
100858,True,3
100859,False,4
100860,True,1
100861,False,2
100862,True,3
100863,False,4
100864,True,1
100865,False,2
100866,True,3
100867,False,4
100868,True,1
100869,False,2
100870,True,3
100871,False,4
100872,True,1
100873,False,2
100874,True,3
100875,False,4
100876,True,1
100877,False,2
100878,True,3
100879,False,4
100880,True,1
100881,False,2
100882,True,3
100883,False,4
100884,True,1
100885,False,2
100886,True,3
100887,False,4
100888,True,1
100889,False,2
100890,True,3
100891,False,4
100892,True,1
100893,False,2
100894,True,3
100895,False,4
100896,True,1
100897,False,2
100898,True,3
100899,False,4
100900,True,1
100901,False,2
100902,True,3
100903,False,4
100904,True,1
100905,False,2
100906,True,3
100907,False,4
100908,True,1
100909,False,2
100910,True,3
100911,False,4
100912,True,1
100913,False,2
100914,True,3
100915,False,4
100916,True,1
100917,False,2
100918,True,3
100919,False,4
100920,True,1
100921,False,2
100922,True,3
100923,False,4
100924,True,1
100925,False,2
100926,True,3
100927,False,4
100928,True,1
100929,False,2
100930,True,3
100931,False,4
100932,True,1
100933,False,2
100934,True,3
100935,False,4
100936,True,1
100937,False,2
100938,True,3
100939,False,4
100940,True,1
100941,False,2
100942,True,3
100943,False,4
100944,True,1
100945,False,2
100946,True,3
100947,False,4
100948,True,1
100949,False,2
100950,True,3
100951,False,4
100952,True,1
100953,False,2
100954,True,3
100955,False,4
100956,True,1
100957,False,2
100958,True,3
100959,False,4
100960,True,1
100961,False,2
100962,True,3
100963,False,4
100964,True,1
100965,False,2
100966,True,3
100967,False,4
100968,True,1
100969,False,2
100970,True,3
100971,False,4
100972,True,1
100973,False,2
100974,True,3
100975,False,4
100976,True,1
100977,False,2
100978,True,3
100979,False,4
100980,True,1
100981,False,2
100982,True,3
100983,False,4
100984,True,1
100985,False,2
100986,True,3
100987,False,4
100988,True,1
100989,False,2
100990,True,3
100991,False,4
100992,True,1
100993,False,2
100994,True,3
100995,False,4
100996,True,1
100997,False,2
100998,True,3
100999,False,4
101000,True,1
101001,False,2
101002,True,3
101003,False,4
101004,True,1
101005,False,2
101006,True,3
101007,False,4
101008,True,1
101009,False,2
101010,True,3
101011,False,4
101012,True,1
101013,False,2
101014,True,3
101015,False,4
101016,True,1
101017,False,2
101018,True,3
101019,False,4
101020,True,1
101021,False,2
101022,True,3
101023,False,4
101024,True,1
101025,False,2
101026,True,3
101027,False,4
101028,True,1
101029,False,2
101030,True,3
101031,False,4
101032,True,1
101033,False,2
101034,True,3
101035,False,4
101036,True,1
101037,False,2
101038,True,3
101039,False,4
101040,True,1
101041,False,2
101042,True,3
101043,False,4
101044,True,1
101045,False,2
101046,True,3
101047,False,4
101048,True,1
101049,False,2
101050,True,3
101051,False,4
101052,True,1
101053,False,2
101054,True,3
101055,False,4
101056,True,1
101057,False,2
101058,True,3
101059,False,4
101060,True,1
101061,False,2
101062,True,3
101063,False,4
101064,True,1
101065,False,2
101066,True,3
101067,False,4
101068,True,1
101069,False,2
101070,True,3
101071,False,4
101072,True,1
101073,False,2
101074,True,3
101075,False,4
101076,True,1
101077,False,2
101078,True,3
101079,False,4
101080,True,1
101081,False,2
101082,True,3
101083,False,4
101084,True,1
101085,False,2
101086,True,3
101087,False,4
101088,True,1
101089,False,2
101090,True,3
101091,False,4
101092,True,1
101093,False,2
101094,True,3
101095,False,4
101096,True,1
101097,False,2
101098,True,3
101099,False,4
101100,True,1
101101,False,2
101102,True,3
101103,False,4
101104,True,1
101105,False,2
101106,True,3
101107,False,4
101108,True,1
101109,False,2
101110,True,3
101111,False,4
101112,True,1
101113,False,2
101114,True,3
101115,False,4
101116,True,1
101117,False,2
101118,True,3
101119,False,4
101120,True,1
101121,False,2
101122,True,3
101123,False,4
101124,True,1
101125,False,2
101126,True,3
101127,False,4
101128,True,1
101129,False,2
101130,True,3
101131,False,4
101132,True,1
101133,False,2
101134,True,3
101135,False,4
101136,True,1
101137,False,2
101138,True,3
101139,False,4
101140,True,1
101141,False,2
101142,True,3
101143,False,4
101144,True,1
101145,False,2
101146,True,3
101147,False,4
101148,True,1
101149,False,2
101150,True,3
101151,False,4
101152,True,1
101153,False,2
101154,True,3
101155,False,4
101156,True,1
101157,False,2
101158,True,3
101159,False,4
101160,True,1
101161,False,2
101162,True,3
101163,False,4
101164,True,1
101165,False,2
101166,True,3
101167,False,4
101168,True,1
101169,False,2
101170,True,3
101171,False,4
101172,True,1
101173,False,2
101174,True,3
101175,False,4
101176,True,1
101177,False,2
101178,True,3
101179,False,4
101180,True,1
101181,False,2
101182,True,3
101183,False,4
101184,True,1
101185,False,2
101186,True,3
101187,False,4
101188,True,1
101189,False,2
101190,True,3
101191,False,4
101192,True,1
101193,False,2
101194,True,3
101195,False,4
101196,True,1
101197,False,2
101198,True,3
101199,False,4
101200,True,1
101201,False,2
101202,True,3
101203,False,4
101204,True,1
101205,False,2
101206,True,3
101207,False,4
101208,True,1
101209,False,2
101210,True,3
101211,False,4
101212,True,1
101213,False,2
101214,True,3
101215,False,4
101216,True,1
101217,False,2
101218,True,3
101219,False,4
101220,True,1
101221,False,2
101222,True,3
101223,False,4
101224,True,1
101225,False,2
101226,True,3
101227,False,4
101228,True,1
101229,False,2
101230,True,3
101231,False,4
101232,True,1
101233,False,2
101234,True,3
101235,False,4
101236,True,1
101237,False,2
101238,True,3
101239,False,4
101240,True,1
101241,False,2
101242,True,3
101243,False,4
101244,True,1
101245,False,2
101246,True,3
101247,False,4
101248,True,1
101249,False,2
101250,True,3
101251,False,4
101252,True,1
101253,False,2
101254,True,3
101255,False,4
101256,True,1
101257,False,2
101258,True,3
101259,False,4
101260,True,1
101261,False,2
101262,True,3
101263,False,4
101264,True,1
101265,False,2
101266,True,3
101267,False,4
101268,True,1
101269,False,2
101270,True,3
101271,False,4
101272,True,1
101273,False,2
101274,True,3
101275,False,4
101276,True,1
101277,False,2
101278,True,3
101279,False,4
101280,True,1
101281,False,2
101282,True,3
101283,False,4
101284,True,1
101285,False,2
101286,True,3
101287,False,4
101288,True,1
101289,False,2
101290,True,3
101291,False,4
101292,True,1
101293,False,2
101294,True,3
101295,False,4
101296,True,1
101297,False,2
101298,True,3
101299,False,4
101300,True,1
101301,False,2
101302,True,3
101303,False,4
101304,True,1
101305,False,2
101306,True,3
101307,False,4
101308,True,1
101309,False,2
101310,True,3
101311,False,4
101312,True,1
101313,False,2
101314,True,3
101315,False,4
101316,True,1
101317,False,2
101318,True,3
101319,False,4
101320,True,1
101321,False,2
101322,True,3
101323,False,4
101324,True,1
101325,False,2
101326,True,3
101327,False,4
101328,True,1
101329,False,2
101330,True,3
101331,False,4
101332,True,1
101333,False,2
101334,True,3
101335,False,4
101336,True,1
101337,False,2
101338,True,3
101339,False,4
101340,True,1
101341,False,2
101342,True,3
101343,False,4
101344,True,1
101345,False,2
101346,True,3
101347,False,4
101348,True,1
101349,False,2
101350,True,3
101351,False,4
101352,True,1
101353,False,2
101354,True,3
101355,False,4
101356,True,1
101357,False,2
101358,True,3
101359,False,4
101360,True,1
101361,False,2
101362,True,3
101363,False,4
101364,True,1
101365,False,2
101366,True,3
101367,False,4
101368,True,1
101369,False,2
101370,True,3
101371,False,4
101372,True,1
101373,False,2
101374,True,3
101375,False,4
101376,True,1
101377,False,2
101378,True,3
101379,False,4
101380,True,1
101381,False,2
101382,True,3
101383,False,4
101384,True,1
101385,False,2
101386,True,3
101387,False,4
101388,True,1
101389,False,2
101390,True,3
101391,False,4
101392,True,1
101393,False,2
101394,True,3
101395,False,4
101396,True,1
101397,False,2
101398,True,3
101399,False,4
101400,True,1
101401,False,2
101402,True,3
101403,False,4
101404,True,1
101405,False,2
101406,True,3
101407,False,4
101408,True,1
101409,False,2
101410,True,3
101411,False,4
101412,True,1
101413,False,2
101414,True,3
101415,False,4
101416,True,1
101417,False,2
101418,True,3
101419,False,4
101420,True,1
101421,False,2
101422,True,3
101423,False,4
101424,True,1
101425,False,2
101426,True,3
101427,False,4
101428,True,1
101429,False,2
101430,True,3
101431,False,4
101432,True,1
101433,False,2
101434,True,3
101435,False,4
101436,True,1
101437,False,2
101438,True,3
101439,False,4
101440,True,1
101441,False,2
101442,True,3
101443,False,4
101444,True,1
101445,False,2
101446,True,3
101447,False,4
101448,True,1
101449,False,2
101450,True,3
101451,False,4
101452,True,1
101453,False,2
101454,True,3
101455,False,4
101456,True,1
101457,False,2
101458,True,3
101459,False,4
101460,True,1
101461,False,2
101462,True,3
101463,False,4
101464,True,1
101465,False,2
101466,True,3
101467,False,4
101468,True,1
101469,False,2
101470,True,3
101471,False,4
101472,True,1
101473,False,2
101474,True,3
101475,False,4
101476,True,1
101477,False,2
101478,True,3
101479,False,4
101480,True,1
101481,False,2
101482,True,3
101483,False,4
101484,True,1
101485,False,2
101486,True,3
101487,False,4
101488,True,1
101489,False,2
101490,True,3
101491,False,4
101492,True,1
101493,False,2
101494,True,3
101495,False,4
101496,True,1
101497,False,2
101498,True,3
101499,False,4
101500,True,1
101501,False,2
101502,True,3
101503,False,4
101504,True,1
101505,False,2
101506,True,3
101507,False,4
101508,True,1
101509,False,2
101510,True,3
101511,False,4
101512,True,1
101513,False,2
101514,True,3
101515,False,4
101516,True,1
101517,False,2
101518,True,3
101519,False,4
101520,True,1
101521,False,2
101522,True,3
101523,False,4
101524,True,1
101525,False,2
101526,True,3
101527,False,4
101528,True,1
101529,False,2
101530,True,3
101531,False,4
101532,True,1
101533,False,2
101534,True,3
101535,False,4
101536,True,1
101537,False,2
101538,True,3
101539,False,4
101540,True,1
101541,False,2
101542,True,3
101543,False,4
101544,True,1
101545,False,2
101546,True,3
101547,False,4
101548,True,1
101549,False,2
101550,True,3
101551,False,4
101552,True,1
101553,False,2
101554,True,3
101555,False,4
101556,True,1
101557,False,2
101558,True,3
101559,False,4
101560,True,1
101561,False,2
101562,True,3
101563,False,4
101564,True,1
101565,False,2
101566,True,3
101567,False,4
101568,True,1
101569,False,2
101570,True,3
101571,False,4
101572,True,1
101573,False,2
101574,True,3
101575,False,4
101576,True,1
101577,False,2
101578,True,3
101579,False,4
101580,True,1
101581,False,2
101582,True,3
101583,False,4
101584,True,1
101585,False,2
101586,True,3
101587,False,4
101588,True,1
101589,False,2
101590,True,3
101591,False,4
101592,True,1
101593,False,2
101594,True,3
101595,False,4
101596,True,1
101597,False,2
101598,True,3
101599,False,4
101600,True,1
101601,False,2
101602,True,3
101603,False,4
101604,True,1
101605,False,2
101606,True,3
101607,False,4
101608,True,1
101609,False,2
101610,True,3
101611,False,4
101612,True,1
101613,False,2
101614,True,3
101615,False,4
101616,True,1
101617,False,2
101618,True,3
101619,False,4
101620,True,1
101621,False,2
101622,True,3
101623,False,4
101624,True,1
101625,False,2
101626,True,3
101627,False,4
101628,True,1
101629,False,2
101630,True,3
101631,False,4
101632,True,1
101633,False,2
101634,True,3
101635,False,4
101636,True,1
101637,False,2
101638,True,3
101639,False,4
101640,True,1
101641,False,2
101642,True,3
101643,False,4
101644,True,1
101645,False,2
101646,True,3
101647,False,4
101648,True,1
101649,False,2
101650,True,3
101651,False,4
101652,True,1
101653,False,2
101654,True,3
101655,False,4
101656,True,1
101657,False,2
101658,True,3
101659,False,4
101660,True,1
101661,False,2
101662,True,3
101663,False,4
101664,True,1
101665,False,2
101666,True,3
101667,False,4
101668,True,1
101669,False,2
101670,True,3
101671,False,4
101672,True,1
101673,False,2
101674,True,3
101675,False,4
101676,True,1
101677,False,2
101678,True,3
101679,False,4
101680,True,1
101681,False,2
101682,True,3
101683,False,4
101684,True,1
101685,False,2
101686,True,3
101687,False,4
101688,True,1
101689,False,2
101690,True,3
101691,False,4
101692,True,1
101693,False,2
101694,True,3
101695,False,4
101696,True,1
101697,False,2
101698,True,3
101699,False,4
101700,True,1
101701,False,2
101702,True,3
101703,False,4
101704,True,1
101705,False,2
101706,True,3
101707,False,4
101708,True,1
101709,False,2
101710,True,3
101711,False,4
101712,True,1
101713,False,2
101714,True,3
101715,False,4
101716,True,1
101717,False,2
101718,True,3
101719,False,4
101720,True,1
101721,False,2
101722,True,3
101723,False,4
101724,True,1
101725,False,2
101726,True,3
101727,False,4
101728,True,1
101729,False,2
101730,True,3
101731,False,4
101732,True,1
101733,False,2
101734,True,3
101735,False,4
101736,True,1
101737,False,2
101738,True,3
101739,False,4
101740,True,1
101741,False,2
101742,True,3
101743,False,4
101744,True,1
101745,False,2
101746,True,3
101747,False,4
101748,True,1
101749,False,2
101750,True,3
101751,False,4
101752,True,1
101753,False,2
101754,True,3
101755,False,4
101756,True,1
101757,False,2
101758,True,3
101759,False,4
101760,True,1
101761,False,2
101762,True,3
101763,False,4
101764,True,1
101765,False,2
101766,True,3
101767,False,4
101768,True,1
101769,False,2
101770,True,3
101771,False,4
101772,True,1
101773,False,2
101774,True,3
101775,False,4
101776,True,1
101777,False,2
101778,True,3
101779,False,4
101780,True,1
101781,False,2
101782,True,3
101783,False,4
101784,True,1
101785,False,2
101786,True,3
101787,False,4
101788,True,1
101789,False,2
101790,True,3
101791,False,4
101792,True,1
101793,False,2
101794,True,3
101795,False,4
101796,True,1
101797,False,2
101798,True,3
101799,False,4
101800,True,1
101801,False,2
101802,True,3
101803,False,4
101804,True,1
101805,False,2
101806,True,3
101807,False,4
101808,True,1
101809,False,2
101810,True,3
101811,False,4
101812,True,1
101813,False,2
101814,True,3
101815,False,4
101816,True,1
101817,False,2
101818,True,3
101819,False,4
101820,True,1
101821,False,2
101822,True,3
101823,False,4
101824,True,1
101825,False,2
101826,True,3
101827,False,4
101828,True,1
101829,False,2
101830,True,3
101831,False,4
101832,True,1
101833,False,2
101834,True,3
101835,False,4
101836,True,1
101837,False,2
101838,True,3
101839,False,4
101840,True,1
101841,False,2
101842,True,3
101843,False,4
101844,True,1
101845,False,2
101846,True,3
101847,False,4
101848,True,1
101849,False,2
101850,True,3
101851,False,4
101852,True,1
101853,False,2
101854,True,3
101855,False,4
101856,True,1
101857,False,2
101858,True,3
101859,False,4
101860,True,1
101861,False,2
101862,True,3
101863,False,4
101864,True,1
101865,False,2
101866,True,3
101867,False,4
101868,True,1
101869,False,2
101870,True,3
101871,False,4
101872,True,1
101873,False,2
101874,True,3
101875,False,4
101876,True,1
101877,False,2
101878,True,3
101879,False,4
101880,True,1
101881,False,2
101882,True,3
101883,False,4
101884,True,1
101885,False,2
101886,True,3
101887,False,4
101888,True,1
101889,False,2
101890,True,3
101891,False,4
101892,True,1
101893,False,2
101894,True,3
101895,False,4
101896,True,1
101897,False,2
101898,True,3
101899,False,4
101900,True,1
101901,False,2
101902,True,3
101903,False,4
101904,True,1
101905,False,2
101906,True,3
101907,False,4
101908,True,1
101909,False,2
101910,True,3
101911,False,4
101912,True,1
101913,False,2
101914,True,3
101915,False,4
101916,True,1
101917,False,2
101918,True,3
101919,False,4
101920,True,1
101921,False,2
101922,True,3
101923,False,4
101924,True,1
101925,False,2
101926,True,3
101927,False,4
101928,True,1
101929,False,2
101930,True,3
101931,False,4
101932,True,1
101933,False,2
101934,True,3
101935,False,4
101936,True,1
101937,False,2
101938,True,3
101939,False,4
101940,True,1
101941,False,2
101942,True,3
101943,False,4
101944,True,1
101945,False,2
101946,True,3
101947,False,4
101948,True,1
101949,False,2
101950,True,3
101951,False,4
101952,True,1
101953,False,2
101954,True,3
101955,False,4
101956,True,1
101957,False,2
101958,True,3
101959,False,4
101960,True,1
101961,False,2
101962,True,3
101963,False,4
101964,True,1
101965,False,2
101966,True,3
101967,False,4
101968,True,1
101969,False,2
101970,True,3
101971,False,4
101972,True,1
101973,False,2
101974,True,3
101975,False,4
101976,True,1
101977,False,2
101978,True,3
101979,False,4
101980,True,1
101981,False,2
101982,True,3
101983,False,4
101984,True,1
101985,False,2
101986,True,3
101987,False,4
101988,True,1
101989,False,2
101990,True,3
101991,False,4
101992,True,1
101993,False,2
101994,True,3
101995,False,4
